id,id,name,screen_name,lang,match_name,match_ratio,followers_count,friends_count
1822,937744073364049922,üftâdehanım🌷,maverdiye,tr,Ruslan Verdiyev,70,65,125
1823,938348752674480128,Özge,zge32799330,tr, ! Arge,45,0,60
1824,938343845338714112,Cemil Merd,MerdCemil,tr,Umutcan Mert Demir,70,1,82
1825,938340334244950017,عمر محمد,dxbpidstlo1101,en, Bim Test1,50,3,160
1826,938335549840084992,Amiee Waren,amieewaren400,en, ! Arge,68,1,81
1827,773234376,EFRAİL AYDIN,EFRALAYDIN,tr,Zehra Aydin,76,234,340
1828,938334325447319553,Emresnc,Emresnc1,tr,Emre Sucu,71,1,52
1829,938331611384426496,واصل طارق,sikegissbeyq111,en, sbb -,60,3,121
1830,938331485513355264,عتيق بدر,cuqvvxuzh2570,en, ! HR,45,1,112
1831,938324115496275968,Mmmm,Mmmm07403533,ar, AB3_3302 (140),40,15,66
1832,938316310299148288,Sabettin Cinar,CinarSabettin,tr,Fatih Cinar,64,2,13
1833,938315340857118720,Halis Baylug,BaylugHalis,tr,Muhlis Balik,66,12,100
1834,938305798719098880,@alainwine,alainwine2,fr,Sinem Aslan,64,1,83
1835,938289268736356352,Dovıdthogc,dthogc,tr, Dogucan Uslu,60,0,59
1836,938259068124323840,عمار,dXUIxnN66naX2SC,ar, ! PIN6,45,1,95
1837,938257668220882944,Hasan pelitli,pelitli_hasan,tr, Hasan Güçlü,69,5,56
1838,938182609603059713,Selda Görmüş,GormusSelda,tr,Omar Moussa,64,9,103
1839,938176484849672193,world of wonders7,WWonders7,tr,Onder Aksu,63,0,77
1840,221675402,Mustafa Sabri Beşer,msbeser,tr,Seyma Beser,67,6858,1020
1841,721805078148030465,Hilâl 🐿,birgariparkadas,tr,Baris Karatas,64,175,136
1842,934223828775038977,fatma yildiran,dkxkcckcmnv,tr, Msn -,60,322,3929
1843,2561003778,Ismail Berisha,IsmailBerisha,en, Gmail -,72,52,220
1844,229191521,✨ Hilal ✨,LHilalCeylan,en,Halil Ceylan,75,232,707
1845,879445522997760001,Meryem K.,merkhrmn,de, ! HR,90,7,52
1846,630147678,Arabadan İn,arabadan_in,tr,Busra Baydan,61,11583,9462
1847,72231845,Ekin Alpagut,ekinalpagut,tr,Tekin Kalafat,67,119,240
1848,3611446215,Sâre,mltmdlkk,tr, ! MLL,60,58,619
1849,288178146,nurologg,nurologg,tr,Aysenur Olgun,68,8,46
1850,853332654342713345,Omer AYDIN,omeraydin979,tr,Omer Sayin,73,46,198
1851,786199184,Hasan Umut,hasan1umut,en,Hasan Hut,74,936,665
1852,439958170,Mazlûm,_kurmi,tr,Kubra Amil,62,208,312
1853,936556527170867202,Age of English,ageofenglish,tr, ! Arge,68,77,101
1854,937448726389579776,Mehmet Ali Ayhan,MehmetAliAyhan9,tr,Mehmet Ali Aydin,77,147,732
1855,936761307587588097,senih tüccar,senihtuccar,tr,Senih Tuccar,96,76,284
1856,937070096404635648,Bilal İbrahimoğlu,ibrahimoglu_b,tr,Havva Deniz Mollaibrahimoglu,83,43,159
1857,819802711512100864,Anadolu Güneşi,AnadoluGunesiTR,tr,Ali Gunes,60,38,134
1858,934025014977933312,mp,mukaddimem,tr, Kadem,67,560,213
1859,626367675,fast economics,Gaza_WorldCup,tr, Lcv -,60,193,458
1860,931168792763355136,Mrtbzks,canmrt0,tr,Murat Can,71,5,231
1861,937031603062214661,Saadettin,Saadett54172593,tr, ! SAP,60,1,38
1862,937028459825717249,Hakan Şahin,hknshn8734,tr, Msn -,60,0,108
1863,937025190239899649,AHMET KÜÇÜK,ahmetbaba0225,tr,Ahmet Bahar,67,0,73
1864,937023307546800128,قرير عثمان,vfylpjsusgi2823,en, Svs -,60,1,206
1865,937016605955051522,Eyüp Tunç,EypTun57665,tr, ! SEP,60,1,50
1866,937016059533590529,شكري,XWmm2phOyRKqevZ,ar, BK,45,14,87
1867,937013580347650049,Julieta Mckenna,julieta_mckenna,en, FIT FIT,57,1,104
1868,937009666441252865,dursun,dursun33210624,tr, Msn -,60,5,100
1869,937009236315435010,Xxxxxx,Xxxxxx52400657,tr, AB5_5302 (140),30,1,69
1870,937009323254874113,Muhterem,Muhtere21978814,tr, 1917,68,1,40
1871,937005518903828480,Fırat Semiz,seszulfikar,tr,Esma Zulfikar,83,1,50
1872,937001898233729024,مأمون ناصر,nfrwxlxgqykh365,en, BK,45,0,140
1873,937002052210786304,SameerSs,SameerSs000,en, ! Some,68,16,102
1874,936999902365798401,Serdar,06Serdar666,tr, ! SEP,60,0,91
1875,936994249316405249,Güntaç Baysoyu,GuntacBaysoyu,tr, EBYS,68,3,67
1876,936994463070769152,waki celik,wakiclk5454,tr, Gmail -,54,0,43
1877,936987849802616832,ظبي محمد,jbjtfwrkktdhpk1,en, BK,45,2,177
1878,936984091441934336,عبد الرغيب,tprbqyrj1257,en, 1917,45,0,67
1879,936984702786920448,Musa,Musa38911037,ar, Msn -,60,1,69
1880,936981272919990272,Pekmezköpüğü2,pekmezkopugu2,tr,Emine Koprulu,62,2,68
1881,936975065861840896,ecwdhg,ecwdhg,tr,Mohamed Hagi Hassan Hussein,60,0,85
1882,936971075631579136,Özcan Kurdaş,kurdas_ozcan,tr,Kubra Hozan,70,1,89
1883,936968444502822913,Yun Curry,yuncurry2120,en, ! Yurtlar,51,1,96
1884,936964677543890945,Murat,Murat74392283,tr,Murat Er,56,3,41
1885,936963947919478786,Klan,Klan11213141,tr, ! Dekan,54,7,140
1886,936958522322976768,Ahmet Ülgen,Ahmetlgen14,tr,Ahmet Bilgen,78,10,251
1887,936957151393861632,خيرالدين علي,cvmcnmtbiasrtf1,en, Msn -,60,0,156
1888,936949783410958336,miraç okan ekmekci,miraokan42,tr,Emirhan Ozkan,70,4,19
1889,936943580773568512,denizgroup,denizgroup22,ar,Deniz Ersoy,61,4,86
1890,936943448963321864,Cansu,Cansu15411172,en, 1917,68,12,238
1891,936943052941389824,kefajlaskjf,aliksdw1,tr,Busra Calikusu,60,0,38
1892,936916629870428162,الدين احمد,iyprjgkshzbli21,en, Gshss,54,2,261
1893,936915728699031558,أمين فوزي,bgkiefzza1644,en, BK,45,0,149
1894,936913411492814849,RAMAZAN GÜNEY,Rguney1966,tr,Merve Guney,57,3,65
1895,936911345571598336,Tamir,Tamir62551458,ar, ! Tarih,54,26,72
1896,936905021559410688,Aslan Baydaş,AslanBaydas,tr,Bayram Aslan,74,1,45
1897,936905167919812608,zahid demir,zahiddemirhd34,tr,Aise Demirdag,59,2,87
1898,936893706371719168,Mehir,Mehir26006836,tr, Sehir FM,53,1,61
1899,936892364630757376,Atila Cesur,CesurAtila,tr, Ches,68,0,68
1900,936883038587252736,Uğur Güler,Ugur061619,tr, 1917,45,5,109
1901,936875405922856960,Ahmad Urfali,AhmadUrfali,ar,Ahmad Syamil Ikhwan Bin Ahmad Fazli,74,1,87
1902,936868806944735232,Juliane Slota,julianeslota241,en, Intranet -,56,1,101
1903,936864876110028800,Yasemin Akıncı,YaseminAknc8,tr,Yasemin Akman,80,0,43
1904,936845377294147585,qqy5z7,qqy5z7,en, Sehir'de Bir Yaz,32,2,45
1905,936842901362839553,Arda Şahin,Ardaahi46487485,tr,Dana Hiba,50,1,59
1906,936835740331278336,Clarisa Mongeon,mongeon_clarisa,en, Msn -,60,0,103
1907,936833795172569088,طموح عبدالعزيز,gedueycy2867,en, EBYS,45,0,74
1908,936740832341880832,Selin Demir,SelinDe66489899,tr, ! SEP,60,0,32
1909,936731771437309952,muhammed,muhamme73508967,tr,Muhammed Tok,52,6,47
1910,936728112024444928,Elf,Elf43686515,tr, AB6_6105 (45),43,0,48
1911,936721439100669955,zeynep ozsoy,ozsoyzeyynep,tr,Ayse Zeynep Sensoy,67,0,91
1912,936720973142863872,tugce sendil,SendilTugce,tr,Senih Tuccar,61,0,112
1913,936719588888317958,mert kayalar,mertkayalar12,tr,Mert Yayla,70,0,92
1914,936718194546495492,Rasim Mutlu,RasimMutlu9,tr,Ibrahim Mutlu,75,0,91
1915,936713460615872512,Samet Aşar,SametAar10,tr, ! Some,68,1,60
1916,936710199985016832,Sema Odul,SemaOdul,tr, Selma Dal,71,2,79
1917,936708410980143105,+90 542 771 2895,542_2895,tr, AB2_2301 (128),38,0,88
1918,936707793679257609,Etem,1975etm,tr, 1917,68,5,62
1919,936700434944753665,Murat Durmaz,mdurmaz165,tr,Mumin Hicdurmaz,64,4,162
1920,936687753940623360,Askodmenu,askodmenu,tr, ! Some,68,0,68
1921,936687325651914752,gizem gizemli,heryerdegizem,tr,Erdem Er,64,2,105
1922,936686717817577472,hakan arslan,hakanar56996662,tr, ! Dekan,54,0,94
1923,936678869075156993,serkan tepealti,SerkanTepealti,tr, ! Dekan,72,6,121
1924,936671867989086208,Heyyy Naber,HeyyyNaber,tr, ! Abuse,60,0,48
1925,936670859909042177,Mustafabayraktar,Mustafa26578635,tr, Msn -,60,13,89
1926,936669217625124865,Cennet Aydın,CennetA63547808,tr,Eda Can,49,1,18
1927,936667710339022848,edipsahin,edipsahin3,tr,Enis Sahin,70,0,48
1928,936666387698929669,Claretha Harper,clarethaharper9,en, ! Arge,68,0,51
1929,936665373889515521,Muammer Akkaya,musekkintroll,tr, Manuel Knoll,64,3,121
1930,936665198680780800,Yılmaz Güz,GuzLmaz,tr,Ugur Yilmaz,67,5,57
1931,936662791305428992,dedi evet,DediEvet,tr,Hande Deveci,68,5,269
1932,936659869213523974,Djhjghn,djhjghn,tr,Behnam Ojaghi Kahjogh,51,0,26
1933,936647588379611137,Mithat,Mithat26800561,tr, FIT FIT,57,25,763
1934,936645545686388737,Baha Güzelyüzlü,BahaGuzelyuzlu,tr,Baha Ulug,61,2,78
1935,936643294444052481,meryemözel,meryemzel16,tr,Meryem Zelal Direkci,74,0,35
1936,936637875319377922,كامل لؤي,fgglfjjrms1314,en, Msn -,60,0,85
1937,936632705378406401,astitol,hskshsksa,tr, Gshss,72,2,53
1938,936625028887609344,Küçük Osman Lafcı,kucuk_lafc,en,Gulsah Kucukavcu,67,4,51
1939,936622097480212480,Zeynep,Zynp_AdAm,tr, Sinema Televizyon Admin,60,84,122
1940,936621420125347842,Damla Tatay,TatayDamla,tr,Yaman Tahan,64,1,27
1941,936606607735230465,Buro Porn,57_buro,tr, ! Ogrenci Isleri Onburo,51,0,49
1942,936604216700952576,Alı Muhamet,AlMuhamet1,tr,Ulker Halmuhammedova,72,0,53
1943,936574386580217856,Zaman Hahdari,ZHahdari,tr, AHD Arşiv,71,4,95
1944,936571208119840768,fruko3432,juella10,tr,Ahmad Yehia Hassan Ahmed Abouelela,64,0,52
1945,936570623773507585,Ersin Tiryaki,ErsinTiryaki5,tr,Sevginur Tiryaki,69,2,73
1946,936562878248865792,Ali Ayhan,AliAyha3434,tr,Ali Kaya,63,1,91
1947,936561744624971777,muhammet öztürk,mamihopa08,tr, Marie Hoppe,57,1,77
1948,936548602448670721,Baxron Obloqulov,BaxronO,tr, Gastronomy Club,64,1,38
1949,936541698141900803,Ahmet,Ahmet47987039,tr,Ahmet Er,56,1,31
1950,936539205819359232,Umut,Umut064055,tr, Umut Koc,44,4,103
1951,936527878203863040,Francesca Mitchell,frances34666412,en, Ches,68,1,64
1952,936518445058936832,Cuneyt Kaltar,CuneytKaltar,tr, Cuneyt Kaya,78,4,46
1953,1004688830,Elif,tubaelifbilgin,tr,Salih Bilgin,69,5,128
1954,936508154770227200,Adem,Adem97907064,tr, Kadem,72,1,53
1955,936470680941596672,nizamettinkara,nizamet66396661,tr, Intranet -,45,4,73
1956,936468269694889984,Levent Yalçın,LeventYalcin38,tr, Levent Yalcin,89,10,136
1957,936440563632664576,İsmail Kavalcı,smailKavalc1,tr, Gmail -,72,2,71
1958,936440405545181184,Malwkre,malwkre,tr, Kamal Akeel,64,2,76
1959,936438927103287296,Kkh,Kkh02856055,tr, BK,45,0,49
1960,936376046508826625,LuckyMan,cosmictoz,tr, Hitomi Ito,53,7,123
1961,936378919971893248,Turkdown,TurkWebMaster35,tr, Webmaster,90,1,26
1962,936375693264457728,Adnanh77,Adnanh771,ar,Adnan Hasani,57,3,68
1963,543640652,Ece Ozdemir,krkvyn,tr, Ishak Reyna,60,315,1768
1964,929380162369662976,Nesibe Özak,ozak_nesibe,tr,Bilge Nesibe Kotan,62,12,47
1965,936344183354347521,kadiir,purplekadir,tr, ! Kaib,68,0,48
1966,936342567976873986,abdulkerimçinar,abdulkeriminar1,en, Abdulkerim Kar,83,3,88
1967,930419685237121026,Gülşen Abdullaoğlu,gulsenabdullah5,tr,Gulsena Bulgurlu,71,61,418
1968,936334579862003712,Yiğitcan Efe,YigitcanEfee41,tr,Yigit Cil,60,0,63
1969,936317981356908548,kahvedemiiçmiyeq 🍵,kahveasigi1923,tr, Kadem,54,6,112
1970,936316120096804869,Cemalettin,Cemalet75857492,tr, ! MLL,60,3,89
1971,936313926433869824,Talip,Talip71537507,en, ! Tarih,54,3,87
1972,4396496061,Saff Birr,birr_saff,tr, ! SAP,60,18,174
1973,936307977337954305,Erdınçfenerbahce1907 Sısman,ErdSman,tr, Guliz Gerdan,75,1,47
1974,936302447076823041,Mustafa,Mustafa75135792,en, Msn -,60,1,52
1975,914225881178140673,Necip Fazıl Dönmez,nfdonmez27,tr, Hanife Donmez,70,3,41
1976,936281252595949568,Yüsra Güngör,xxyusraxx123,tr, YBS,60,1,38
1977,936277914903089152,bahattin34,bahattin341,tr,Bahattin Selim Sarioglu,66,0,49
1978,936262647187681281,abuzer kadayıf,abuze1232312,tr, ! Abuse,72,0,62
1979,936261712021422080,Emre,Emre29981625,tr, 1917,45,0,53
1980,633274468,AHMET OVALI,AHMETMARGAZ07,tr, ! Arge,68,177,508
1981,936244508265795585,emrullah dilek,emrullahdilek4,de,Emrullah Berk Ladiklioglu,68,5,68
1982,936243331797004289,Sağ Salim,SaSalim33077489,tr, Svs -,60,0,24
1983,936238751386361858,Faruk,Faruk25992842,en, Farabi -,45,1,47
1984,936233919522967554,KADİR FİDAN,kadir1659,tr, ! Kaib,68,0,61
1985,936222500178055169,Burak Karademir,BurakKa72063435,tr,Burak Kaya,63,2,71
1986,936221860978679810,celal kaya,celal321564,tr, ! MLL,60,1,45
1987,936212241682194432,Gülendam Yenil,Gulendamynl,tr,Gulsena Unal,70,1,52
1988,936208259526070272,Şehirlerarası Evden Eve Nakliyat,evtasimaci,tr,Levent Tasci,64,2,58
1989,936203579613904896,Yasin Sakalli,yasin_sakalli,tr,Yasemin Kaleli,74,0,74
1990,936196625172705281,seferaliyılmaz,seferaliy,en,Sefa Ozeray,70,49,446
1991,936195532132900864,türkısh,trksh14,tr,Turkish German Student Club,64,0,34
1992,936186198426619904,glutensiz,ruhubalerin,tr,Tunde Wahab Aderinwale,58,34,299
1993,936163538300817408,Mustafa,m_s6060,tr, Msn -,60,7,210
1994,936160761231142914,Fethi Yeşiltepe,FethiYun,en,Fethiyye Serra Geyik,68,11,94
1995,541094284,Kübra Nur Efe,efe_kubra,tr,Hanife Kubra Demirci,70,289,580
1996,936141768256643072,özcan öztürk,zcanztr41546640,en,Can Ozgur,50,3,92
1997,936139717518745600,Mustafakeçelioğlu,Mustafakeeliol4,tr,Mustafa Dereli,76,0,82
1998,936100434745479168,Osman Bayraktar,OsmanBa75656319,tr, Msn -,60,4,65
1999,936097471322877952,Naruro,Naruro16,tr,Arzu Erol,59,0,36
2000,936047830841614336,Kürşat Yavuz,KratYavuz7,tr,Rabia Yavuz,67,5,109
2001,936001177371725824,zubicaretta,zubicaretta,tr, ! Arge,68,25,189
2002,813157373196009473,YoungTürk28,YoungTurk28,tr,Ozcan Tuncturk,56,879,4736
2003,935989444330565638,قبس موسى,tcjqrcmxf419,en, 1917,45,0,77
2004,935975037567488001,Йа,SEedW5b3UMG2BbP,tr, sbb -,60,2,91
2005,2922915448,tacettin demirtaş,tacettindmrt,tr,Demet Cetin,66,21,100
2006,935972621015048192,Murat Hoşafcı,HosafcMurat,en,Murat Hamamci,64,5,40
2007,935970018759671810,Nazım,Nazm48319836,tr, 1917,45,22,106
2008,935968042047164417,0532 256 5273,256_5273,tr, AB2_2301 (128),45,1,67
2009,292347200,eylülekim,Eyll1972,tr, 1917,68,11,60
2010,935961905210036226,keevserr,keevserr1,tr,Kevser Erdogan,70,1,48
2011,935960248208232449,Sadbuttrue,seymapatan_,tr,Seyma Cagan,73,0,47
2012,935939833444360192,inci,incilayincii,tr, Naci Inci,67,0,90
2013,935934973269463043,Hakan Can,HakanCa43817713,tr, Hakan Yilmaz77,55,0,82
2014,935933549508812801,Aynur Kartal,AynurKartal9,tr,Safiye Nur Kartal,76,1,45
2015,935930917805350912,Bayram Özdemir,Bayramz97819440,tr,Ozlem Bayram,49,3,106
2016,935913268505432064,Mehmet Katırcı,MehmetKatrc1980,tr,Mehmet Kara,69,0,69
2017,935918484734857216,Safiye Karakurt,safiye_karakurt,tr,Aliye Kara,72,1,41
2018,935917071862566913,Abdullah Denizlioglu,ADenizlioglu,tr,Ibrahim Enes Niziplioglu,68,2,92
2019,935902679917834247,lia,liaminaxx,tr, Msn -,60,0,37
2020,935898909817364481,Ahmet Al,AhmetAl40000682,tr, Ahmet Tan,60,0,49
2021,935892113706967041,Hasan Kocyigit,HasanKocyigit13,tr,Hakan Yigit,69,0,37
2022,935887952089112576,EMRE ÇAKIR,cakirkx,tr, Azize Fatma Cakir,75,3,104
2023,935884852708151296,Bangtansonyeondan,Bangtan38741502,tr,Bilal Tan,50,0,84
2024,795888143505432577,FinCloud,fincloud_crm,tr, FIT FIT,57,42,395
2025,935859413394575361,Iraz Su Akgün,iraaaazsu,tr, Firat Atmaca,57,0,54
2026,935823122745487361,Lider Takip,TakipLider,tr, ! Ogrenci Etkinlikleri Koordinasyon Kurulu,63,2,121
2027,935820105711280128,Serap Göksel,SerapGoksel3,tr,Serare Gokdeli,69,2,135
2028,935819924525780992,Öslem Güleç,GulecOslem,tr,Ozlem Gudek,64,3,33
2029,911098877767553024,•,afrorizmam,tr,Hafiz Muhammad Owais,63,99,1122
2030,935803540865417216,Enes Kane,KaneEnes,tr,Furkan Enes Cakar,79,0,85
2031,935796074840813574,Munur,Munur20052144,tr, Msn -,60,0,65
2032,935785117091553281,Ramo Can,RamoCan458,tr, ! Amazon,60,0,46
2033,934888002190495744,Balık Hunter,BALIK_AVI,tr,Ali Kahveci,70,1323,3595
2034,2761142921,Rukiye,SarisoyRukiye,tr,Rukiye Kaya,64,37,213
2035,935597517705760768,Muammer 05398543129 Tura,05398543129Tura,tr, 1917,45,1,99
2036,914808215732355072,Gülsüm Sena,kuslaramektup,tr, ! SAP,60,40,178
2037,935629723018973192,:::,bt_ili,tr, Bilgilendirme,60,0,45
2038,935616853984018432,Erolucar,Erolucar11,tr,Eren Ucar,63,1,47
2039,935616931696119808,Serkan,Serkan47976330,tr, ! Dekan,72,0,95
2040,935612143336075264,Eva,Eva50434166,tr, AB4_4103,42,2,74
2041,935587074287329280,Aleyna. G,GnsAleyna,tr,Zeynep Gunal,64,0,56
2042,935577990456578053,leon,yazilimci34ist,tr,Yazilim Test,69,0,79
2043,45644419,Mustafa Durmaz,Mustafadurmaz07,tr,Mustafa Duman,79,3634,5001
2044,3005235563,AJTK,Tudaskozpont,hu,Sedat Yurdakon,54,342,467
2045,935430209859448832,Mahmut Özdemir,mahmuutozdemir,tr,Mahmut Ozdemir,93,42,110
2046,1481725416,Okan Nurcan,okanurcan,tr,Ozkan Turan,80,390,1417
2047,162768046,İbrahim Furkan GÜVEN,frkn_gvn,tr, Berkan Guven,60,384,410
2048,935140034059137024,aybuke coşkun,AybukeCoskun1,tr, Saime Coskun,64,9,199
2049,900139488256679937,Wivern Software,wivernsoft,tr, Şehir Üniversitesi (İnsan ve Toplum Bilimleri Fakültesi),54,7,7
2050,935238607148847105,Zeynep Gümüş,ZeynepG50853505,tr, ! SEP,60,12,93
2051,929039115030495233,nurrrr,nrryilmazz,tr,Ensar Yilmaz,73,14,105
2052,789019333393514497,İstanbulBalıkKültürü,istanbuldabalik,tr,Dilan Kalabalik,67,9150,600
2053,918065047083069440,Harun Erbay,ahAslanbey,tr,Fatih Aslan,67,139,175
2054,2468190555,Tuncay Pusat,PusatTuncay,tr,Yusra Turna,64,807,646
2055,929458392963436544,Adnan,Adnan28880301,tr, ! Dekan,54,17,629
2056,890602606220935169,M. Akif Serdar,AkifSerdar00,tr,Serdar Habil,64,231,562
2057,2552214974,Süleyman Bütüner,SuleymanButune1,tr,Suleyman Gunes,76,64,437
2058,171045866,Fuzuli Filozof,cetin_ogut,tr,Metin Ozyurt,64,2676,2600
2059,2219689100,YÜKSEL BOZYEL,yukselbozyel,tr,Zeliha Yuksel,68,87,975
2060,856933083790159875,Arzu Şavluk,ArzuSavluk,tr,Edanur Saluk,64,139,1278
2061,468371648,ALİ KEMAL CANTÜRK,dtr352572573006,tr, ! HR,45,647,4964
2062,758534968498872320,JAA   mayko,jaa_mayko,tr, Ali Çakmak,56,587,702
2063,779796121396936704,ebeleme hübeleme,hubeleme,tr,Ummu Seleme Ozturk,68,0,372
2064,90717311,Önder Üçüncü,mrucuncu,en,Aleyna Sena Ucuncuoglu,68,400,3447
2065,830127307343921160,Murat Özeker,ozeker_murat,tr,Murat Er,75,53,758
2066,853924060232896512,Kadir,Kadir25065332,tr, ! Kaib,68,101,2589
2067,934464732408504320,ariana grande,arianag16729468,en, ! Tarih,54,3,120
2068,932003437860020225,İsmail Mayda,smailMayda5,tr, Gmail -,72,5,89
2069,934451374582091776,Değişik  Denklem,DegisikDenklem,tr, ! Isif,68,1,113
2070,934447921407451136,Kadir Bahçeci,KadirBaheci6,tr, ! Kaib,68,6,69
2071,934442276750839808,Hasan Tapan,3458_esmer,tr, ! Some,68,14,135
2072,934411188145967105,Sdfccxff,sdfccxff,tr, ! Soc-Staff,47,3,107
2073,934407972020736000,vedatbayrak,vedatbayrak10,tr,Erdal Akbayrak,67,1,103
2074,932909552307195904,Musa Mahmutzade,musa_mahmutzade,tr,Mahmut Aydemir,62,11,165
2075,895974331,uğur şenay,ugursenays,tr,Ugur Pektas,67,44,662
2076,934328176087568384,Cansu Aydin,CansuAy73918331,tr, ! SAP,60,5,88
2077,359013836,TANER ATMACA,atmacataner,tr,Caner Atacan,74,449,1188
2078,934294303580545024,tamer,tamer92192709,en, 1917,68,3,103
2079,934286145562841088,Çetinler Nakliyat,CetinlerNak38,tr,Omer Cetin,58,4,133
2080,934177488024080385,Ayşe,Aye16346190,en, 1917,45,1,84
2081,934172519308955648,Mertkes43502761,Mertkes43502762,en,SE Test,51,0,90
2082,934163514012422145,Mehmet Ulutaş,MehmetU70104459,en, Mehmet Genç,54,2,18
2083,420570653,fatıma,kartalio,tr,Elif Beyza Karaalioglu,79,260,836
2084,934154533655252993,محمد مصطفى,D1XjEOj4IFzNrtk,ar,Elif Ozen,50,0,130
2085,934138337576865798,Muhammed Fatih Akgün,Muhamme79992202,tr,Muhammed Tok,52,0,96
2086,934122581149577216,Yılmaz Alemdar,LmazAlemdar,tr, Lazare Cem Behar,59,7,85
2087,934121640585236485,Fırat Sevgiolu,sevgiolu,tr,Mahmut Halef Cevrioglu,68,2,77
2088,934121260774313984,Гиорги Гаделиа,gade77777,ru, Kadem,54,1,117
2089,934101510660685824,Antikkünefe,Antikknefe1,tr,Elif Atik,57,4,45
2090,934086857540988930,Behram.Seyidov,BehramSeyidov,tr, ! HR,90,5,116
2091,934079548521697280,Selahattin Er,SelahattinEr12,tr,Selahattin Husmen,71,4,76
2092,3370967447,M.Fatih KURTULAN,mfthkrtln,tr,Fathi Raslan,57,71,817
2093,731618621793927168,Turgut Tekpınar,ttekpinar,tr,Fehide Akpinar,70,104,406
2094,847405086355537922,knn kky,kkyknn,tr,Vecihe Akkoyun,60,16,221
2095,908448443538055168,Epetra,Epetra5,tr,Petra Cacic,66,25,348
2096,2944578909,Talha Hacıoğlu,olcaytoege,tr,Mutiu Abiola Oyegbemi,63,7,42
2097,934007834274037760,Ahmet Turan,AhmetTu32950654,tr, Ahmet Tan,60,14,106
2098,890946666462932994,Emin Canbolat,EminCanbolat2,tr,Sena Bolat,70,140,321
2099,818120911379398656,manuel kant,tw005145,tr, AB6_6101 (45),45,8,195
2100,379280020,muhammet DOYDU,muhammetDOYDU,tr,Muhammed Aydin,74,337,1479
2101,933975011483881472,Abdullah,Abdulla27141491,ar, 1917,68,2,98
2102,933975228878860294,Kürşad kerim,KerimKursad,tr, Kerim Kar,70,5,133
2103,933509934641221632,Şerif Mardin,mardin_serif,en, ! Admin Sertifika,67,358,61
2104,933942717926789120,merve karakütük,mervekaraktk1,en,Merve Karan,75,2,48
2105,933924224456183808,Murat,muratcelik8925,tr,Murat Er,68,3,71
2106,933854465878364162,Aykut Demırcı,aykut_dem,tr, Aykut Purde,70,1,99
2107,933840449902727168,Mehmet Çekim,Mehmete65883163,tr, Mehmet Genç,63,3,96
2108,929065355590422528,B.,busrabilenn,en,Busra Bilen,91,62,106
2109,933807723094953984,Mahsum,Mahsum62761184,tr, AB6_6101 (45),46,1,82
2110,933801350449782784,Cemal Süreya,CemalSr22472779,en, ! MLL,60,4,131
2111,933786307284914177,Eylül,p_kyyp,tr, BK,45,22,157
2112,933785013681827840,Ebru,ebushhhhhh,tr, EBYS,68,59,130
2113,933780540171390977,Fatih,Fatih25461259,en, FIT FIT,57,0,89
2114,933778368834752512,caner (cesur) öztürk,canercesurztrk1,en,Nur Cesur,70,16,176
2115,400271207,huseyin kanbur,melekcavehotel,en, Lcv -,60,4,20
2116,933769737536000000,musician35,musician_35,tr, Msn -,60,0,45
2117,933750146986315776,रमेश प्रजापती,vztxoeeefa946,en, ! Some,45,0,84
2118,2336600952,mehmet uzun,uzunmehemet,tr,Mehmet Dursun,71,260,431
2119,933710420594102273,Rahmi,Rahmi17562751,en, Farabi -,45,7,175
2120,933679657194524672,PX2018VESPA,Px2018Vespa,tr, Svs -,60,2,139
2121,933667241329086471,Lokman Ekinci,LokmanE15677478,en, Msn -,60,4,45
2122,933647422223536128,tediousdripping,tediousdripping,tr, ! PIN6,68,0,92
2123,933620320891785216,murat bahadır,mrtbhdr2017,tr,Omer Bahadir,52,0,104
2124,66640222,guncelonkal,guncelonkal,tr, Global,60,1749,4271
2125,933608474256330752,Atilla Aktaş,atillaaktass1,tr,Tolga Aktas,67,1,48
2126,121810760,Yeditepe_YUVAM,Yeditepe_YUVAM,en, ! SEP,60,121,232
2127,933598663762423808,Cbk Yz,Yzcbk7,tr, BK,90,0,71
2128,933589517671567362,çetin yüksekbaş,CetinYuksekbas,tr, Inhouse,64,5,100
2129,933579965467168768,Samet tac,Samettac16,en, ! Some,68,1,94
2130,933557718731886593,Nesrin,Nesrin696312,tr, ! PIN6,68,2,95
2131,66272259,Ozge K,ozgeka,en, Ozge Kilicoglu,75,793,1718
2132,933482238141923328,Bengrhgrgrgggg Geverg,BGeverg,tr, Gevorg Galtakyan,64,0,45
2133,912314783218769920,büşra,baharmujdesi_,tr,Bahadir Ozdemir,57,154,438
2134,933441398682079234,Nurullah Rajab,NurullahRajab,en, ! HR,90,2,81
2135,933441415727722496,Ide Yedikardes,yedikardes_ide,tr, Kadem,72,0,2
2136,783385197186256896,Raafay Ahmad,RaafayAhmad,en,Raafay Ahmad,96,21,173
2137,933436461440958465,Onur Pelit,OnurPelit10,tr,Onur Celik,67,4,83
2138,933430307671420933,Erdi Mutlu,ErdiMutlu7,tr,Taner Mutlu,67,0,49
2139,933424710410436608,Ayten Boduroğlu,ayten_boduroglu,tr,Aysenur Asiroglu,65,1,84
2140,818438614061346816,Nuran Demirtaş,ndemirtas5,tr,Efe Semih Demirtas,76,63,207
2141,3151962478,Habibe Şeyma Akyüz,hsa_34,tr, ! SAP,60,79,382
