id,followers_count,friends_count,is_org,lang,match_name,match_ratio,name,screen_name,truncated_id,community
904465758.0,359.0,768.0,False,tr,merve nur bayraktar,100.0,Merve Nur Bayraktar,MerveNurBayrak3,904465758,2
3068335031.0,54.0,524.0,False,tr,ibrahim cansu,100.0,ibrahim cansu,ibrahimcansu_,306833503,1
9.10741477089e+17,16.0,23.0,False,tr,rabia sungar,100.0,Rabia Sungar,rabia_sungar,910741477,1
8.13646417227e+17,1.0,58.0,False,tr,sude karanfil,100.0,Sude Karanfil,sudee_karanfil,813646417,1
3311816145.0,85.0,435.0,False,tr,koray demir,100.0,Koray Demir,KorayDemrr,331181614,1
314791870.0,39.0,106.0,False,tr,sertaã§ tez,100.0,Sertaç TEZ,SertaTEZ,314791870,1
7.20221774626e+17,18.0,64.0,False,en,ismail demir,96.0,İsmail Demir,iedmr57,720221774,1
294687724.0,789.0,94.0,False,tr,muhammet fatih dogan,100.0,muhammet fatih dogan,mfatihdgn1,294687724,1
4339537834.0,19.0,183.0,False,tr,gulnihal erdem,96.0,Gülnihal Erdem,GulnihalErdem,433953783,1
8.59103325593e+17,31.0,133.0,False,tr,enes ozderya,96.0,Enes Özderya,EnesOzderya,859103325,1
8.2784137246e+17,66.0,187.0,False,en,hatice aygen,100.0,Hatice Aygen,HaticeAygen_,827841372,1
54145022.0,1754.0,676.0,False,tr,bilal ayan,100.0,Bilal Ayan,balikgoz,54145022,8
9.31641619627e+17,7.0,102.0,False,tr,sinan ozturk,100.0,Sinan Ozturk,SinanOz41760901,931641619,1
9.13846233957e+17,13.0,47.0,False,en,aigerim yergaliyeva,100.0,Aigerim Yergaliyeva,aikayerr,913846233,1
2937682529.0,106.0,57.0,False,tr, mechanics ar-ge,100.0,Mechanics Ar-Ge,MechanicsArGe,293768252,1
2601258594.0,648.0,208.0,False,tr, efekan benlier,100.0,Efekan Benlier,EfekanBenlier,260125859,1
2389573400.0,78.0,76.0,False,tr,mustafa said safi,100.0,Mustafa Said Safi,Msaidsafi,238957340,1
1403447797.0,181.0,276.0,False,en,abdullah acun,100.0,Abdullah Acun,abdullah_acun,140344779,1
179985645.0,55.0,130.0,False,tr,ali abbas fidan,100.0,Ali Abbas Fidan,FdnAli,179985645,8
3065890732.0,36.0,293.0,False,en,ayhan yilmaz,100.0,Ayhan Yilmaz,TweetAyhan,306589073,1
2948587163.0,29.0,97.0,False,tr,nurcan tuyluoglu,100.0,Nurcan Tuyluoglu,nnurcantuyluogl,294858716,1
586815260.0,126.0,157.0,False,tr,yonca baran,100.0,yonca baran,BaranYonca,586815260,1
7.6887119347e+17,54.0,105.0,False,tr, halil yekin guzel,97.0,Halil Yekin Güzel,HalilYekin,768871193,1
2180687802.0,239.0,218.0,False,tr, burcu tã¼rk saracoglu,100.0,Burcu Türk Saracoglu,brctrk_,218068780,1
1454947890.0,180.0,119.0,False,tr,abdullah tok,100.0,Abdullah Tok,abdullahtokk,145494789,1
9.33326916463e+17,5.0,81.0,False,tr, serkan demir,96.0,serkan özdemir,Osmanya51233152,933326916,1
3143394171.0,36.0,199.0,False,en,ismail ucak,100.0,ismail ucak,urtenu101,314339417,1
1691704831.0,257.0,246.0,False,tr,mehmet zahid erer,100.0,Mehmet Zahid Erer,zahiderer,169170483,1
738511766.0,125.0,57.0,False,tr,onur aksoy,100.0,ONUR AKSOY,onuraks012,738511766,1
9.25324908557e+17,22.0,95.0,False,tr,selma erol,100.0,Selma Erol,Selmaeroll,925324908,1
164596213.0,253.0,210.0,False,en, abdulhalik damar,100.0,abdulhalik damar,ahdamar,164596213,2
1670894454.0,126.0,178.0,False,tr,mustafa karan,100.0,mustafa karan,mstfkrn9,167089445,1
7.26902779164e+17,165.0,161.0,False,tr,halil ulusoy,100.0,Halil Ulusoy,haveyoumethalil,726902779,1
162427198.0,428.0,498.0,False,en, mehmet aytekin,100.0,mehmet aytekin,mhmtaytkn,162427198,2
609982219.0,96.0,114.0,False,tr,ibrahim eser,100.0,ibrahim eser,eseribrahim_,609982219,1
734074579.0,8.0,72.0,False,tr,orhan fatih bayazit,100.0,Orhan Fatih BAYAZIT,orhanfatihb,734074579,1
175426030.0,567.0,348.0,False,tr,burak cimrenli,100.0,Burak Cimrenli,be__ce,175426030,6
1639587990.0,220.0,59.0,False,tr,ecehan yucesoy,96.0,Ecehan Yücesoy,ecelikooo,163958799,1
93385894.0,484.0,243.0,False,en, nezih erdogan,100.0,Nezih Erdogan,neziherdogan,93385894,8
9.63389308782e+17,26.0,147.0,False,en,abdullahi abubakar,100.0,Abdullahi Abubakar,aa_kaks,963389308,1
766348868.0,181.0,520.0,False,tr,esra balanli,100.0,esra balanli,balanli_esra,766348868,2
2199855997.0,122.0,675.0,False,tr,bekir turan,100.0,Bekir Turan,turnbekir,219985599,1
181709561.0,181.0,257.0,False,tr,bedirhan tuz,96.0,BEDIRHANTUZ,TUZBEDIRHAN,181709561,5
620865724.0,114.0,193.0,False,tr,talha sagdan,100.0,Talha Sagdan,tsagdan,620865724,1
9.66986017605e+17,11.0,186.0,False,en,anis rouis,100.0,Anis Rouis,AnisRouis1,966986017,1
8.42651605296e+17,38.0,130.0,False,en,md al amin mia,100.0,MD Al Amin Mia,mdalaminmia11_,842651605,1
2743729859.0,21.0,45.0,False,tr,ahmed esad ekentok,100.0,ahmed esad ekentok,esadekentok,274372985,1
2826918781.0,96.0,73.0,False,tr,mahmut sami ocal,97.0,mahmut sami öcal,msamiocal,282691878,1
3234065324.0,262.0,393.0,False,tr,serdar habil,100.0,Serdar Habil ★⭐️★,serdar_habil,323406532,1
1030464109.0,495.0,1678.0,False,tr,ismail mutlu,96.0,İsmail Mutlu,ismailmutlu4153,103046410,1
45125220.0,29.0,192.0,False,en,emre tonba,100.0,Emre TONBA,emrtnb,45125220,8
8.0045677278e+17,22.0,30.0,False,tr,furkan kesen,100.0,Furkan Kesen,FurkanKesen7,800456772,1
306990461.0,88.0,969.0,False,tr,zeynep yildiz,100.0,Zeynep Yildiz,zeynebyildiz,306990461,1
69275239.0,274.0,173.0,False,en,mustafa bal,100.0,Mustafa Bal,mustafabal,69275239,1
2831415666.0,23.0,346.0,False,en,selma slocum,96.0,selman slocum,selmanslocum,283141566,1
879994615.0,47.0,189.0,False,en,nexhat cokli,100.0,nexhat cokli,NCokli,879994615,1
1019233874.0,108.0,297.0,False,en,asma alian,100.0,Asma Alian,AsmaaElyan,101923387,1
32660008.0,1717.0,396.0,False,en, reyyan bilge,100.0,reyyan bilge,ReyyanBilge,32660008,3
473329257.0,117.0,1391.0,False,tr,mustafa karan,96.0,Mustafa KARA,KUZEYEGE35,473329257,1
9.35430209859e+17,45.0,121.0,False,tr,mahmut ozdemir,96.0,Mahmut Özdemir,mahmuutozdemir,935430209,1
4124637371.0,2279.0,271.0,False,tr, cengiz kallek,100.0,Cengiz Kallek,cengizkallek,412463737,1
3100290275.0,739.0,180.0,False,tr,aygun ismayilova,97.0,Aygun İsmayilova,aygunkcr,310029027,1
478731173.0,115.0,58.0,False,tr,merve koca,100.0,Merve Koca,birmerve,478731173,1
8.39050359532e+17,366.0,52.0,False,tr, unutma istanbul,97.0,Unutma İstanbul,unutmaistanbul,839050359,1
79819842.0,445.0,482.0,False,en, kagan koc,100.0,Kagan Koc,kaankursad,79819842,1
362552611.0,155.0,139.0,False,tr,melike bilge,100.0,Melike Bilge,melikebilgee,362552611,1
9.17281450869e+17,1.0,15.0,False,tr,yasin narman,100.0,Yasin Narman,ysnnarman,917281450,1
1235457578.0,113.0,105.0,False,tr,celil kececi,96.0,Celil Keçeci,celilkcc,123545757,1
3333135502.0,370.0,476.0,False,tr,nilay kostak,96.0,nilaykostak,nilaykstk,333313550,1
8.28020555803e+17,163.0,186.0,False,tr,furkan emer,100.0,Furkan Emer,furkanemer43,828020555,1
9.84133851097e+17,74.0,313.0,False,tr,merve uzun,100.0,Merve Uzun,dprsfpollyanna,984133851,1
37036731.0,525.0,374.0,False,en,omer celebi,100.0,Omer Celebi,omerclb,37036731,5
9.20744341421e+17,2.0,39.0,False,tr,mucahit turhan,96.0,Mücahit Turhan,mucahitturhann,920744341,1
4536962596.0,73.0,139.0,False,tr,onur okun,100.0,Onur Okun,onurokun,453696259,1
452106609.0,193.0,147.0,False,tr,ismail canpolat,97.0,İsmail Canpolat,dieskortes,452106609,1
293976465.0,29396.0,609.0,False,en, gã¶khan ãetinsaya,100.0,Gökhan Çetinsaya,cetinsayag,293976465,7
9.51199315565e+17,1.0,87.0,False,tr,emre kaya,100.0,emre kaya,EmreOjk98077,951199315,1
2903786607.0,63.0,316.0,False,tr, zeynep gultekin,97.0,Zeynep Gültekin,zezezezep,290378660,1
320746999.0,211.0,247.0,False,tr,aysenur irk,100.0,Aysenur Irk,aysenurirk,320746999,1
9.38494926966e+17,0.0,53.0,False,tr,abdullah kaya,100.0,Abdullah Kaya,Abdulla23830994,938494926,1
25553860.0,342.0,1772.0,False,tr,imdat sarialioglu,100.0,imdat Sarialioglu,SariAliOglu,25553860,1
806973368.0,186.0,242.0,False,tr,ahmet temizel,100.0,Ahmet Temizel,46dedee,806973368,1
1672861045.0,100.0,115.0,False,tr,abdullah eren,100.0,abdullah eren,_abdullah_eren,167286104,1
7.83385197186e+17,20.0,175.0,False,en,raafay ahmad,100.0,Raafay Ahmad,RaafayAhmad,783385197,1
8.39025106895e+17,23.0,65.0,False,en,rumeysa duygun,96.0,Rümeysa Duygun,RumeysaDuygun,839025106,1
7.64021907172e+17,740.0,117.0,False,en,enes erkan,100.0,Enes ERKAN,meneserkan,764021907,1
944226110.0,110.0,94.0,False,tr,sumeyra yerinde,97.0,Sümeyra Yerinde,sumeyrayerinde,944226110,1
8.37023808524e+17,95.0,159.0,False,tr,ahmet taha celik,97.0,Ahmet Taha Çelik,tahacelik0,837023808,1
7.09465725648e+17,126.0,276.0,False,tr,miray turhan,96.0,mirayturhan,mirayyturhann,709465725,1
3421922319.0,146.0,175.0,False,tr,mustafa emre teke,100.0,Mustafa Emre Teke,emreteke27,342192231,1
595592832.0,189.0,249.0,False,en,naveed tahir,100.0,Naveed Tahir,nedtahir,595592832,3
313467951.0,220.0,273.0,False,tr,esra akdil,100.0,Esra Akdil,esraakdil,313467951,1
383903153.0,55.0,65.0,False,tr,ebubekir torun,100.0,Ebubekir Torun,ebu_torun,383903153,1
4777972294.0,28.0,61.0,False,en,alperen cetinkaya,97.0,Alperen ÇETINKAYA,alperencetinka,477797229,1
2821526922.0,8.0,26.0,False,tr,reyta akdeniz,100.0,reyta akdeniz,reyta_akdeniz,282152692,1
8.60931054131e+17,68.0,477.0,False,tr,sevde zeynep ocak,100.0,Sevde Zeynep Ocak,svdzeynep,860931054,1
7.54257121358e+17,103.0,187.0,False,tr,abdulkadir aksu,100.0,Abdulkadir Aksu,AbdulkadirAksu8,754257121,1
7.83600969393e+17,79.0,180.0,False,en,taha enes uzun,100.0,Taha Enes Uzun,tenesuzun,783600969,1
1528130275.0,90.0,133.0,False,tr,ilayda ulubas,100.0,ilayda ulubas,Ulubasilayda,152813027,1
189881254.0,147.0,150.0,False,tr,merve sancaktar,100.0,Merve Sancaktar,sancaktarmerve,189881254,3
8.07149924215e+17,0.0,4.0,False,tr,dilara bulun,100.0,Dilara Bulun,dilarabulun,807149924,1
2193918772.0,50.0,201.0,False,tr,rumeysa karaca,100.0,Rumeysa Karaca,rumeysakrc7,219391877,1
3101590678.0,375.0,268.0,False,en,malik alsibai,100.0,Malik Alsibai,Sibai_Homs,310159067,1
755388661.0,417.0,290.0,False,tr,ahmet metin,100.0,ahmet metin,amtmtn,755388661,1
2336600952.0,257.0,432.0,False,tr,mehmet uzun,100.0,mehmet uzun,uzunmehemet,233660095,1
4590125417.0,22.0,56.0,False,tr,beyzanur kocak,100.0,beyzanur kocak,beyzanurkocak_,459012541,1
295379645.0,806.0,676.0,False,tr, nesibe yazgan uslu,100.0,Nesibe YAZGAN USLU,NesibeYazgan,295379645,1
2264626832.0,136.0,149.0,False,tr,hatice ozkan,96.0,Hatice Özkan,htuski,226462683,1
265254213.0,1153.0,1560.0,False,tr,zeki akbulut,100.0,Zeki AKBULUT,ZekiAkbulut,265254213,1
786513674.0,720.0,624.0,False,tr,salih sahin,100.0,Salih Sahin,nihashilas,786513674,3
618131962.0,4665.0,1164.0,False,en, talha kã¶se,100.0,Talha Köse,Talha_Kose1,618131962,2
167872330.0,152.0,184.0,False,tr,anna zharkova,100.0,Anna Zharkova,czarina92,167872330,1
371379659.0,300.0,185.0,False,en,ahmet semih bozkurt,100.0,Ahmet Semih Bozkurt,asebozkurtt,371379659,1
802893386.0,120.0,975.0,False,tr,zehra nur duz,96.0,Zehra Nur DÜZ,zehranurdz,802893386,2
614524241.0,1.0,10.0,False,tr,bilal oztemiz,96.0,bilal öztemiz,bilaloztemiz,614524241,1
212613861.0,40.0,130.0,False,tr, erdem goktepe,96.0,Erdem Göktepe,erdemgoktepe_,212613861,1
3052081924.0,59.0,98.0,False,tr,merve fidan,100.0,Merve Fidan,mervefidan95,305208192,1
612625044.0,134.0,54.0,False,tr,deniz arslan,100.0,Deniz Arslan,1DenizArslann,612625044,1
2862703149.0,168.0,117.0,False,tr,zeynep demir,100.0,Zeynep Demir,zeyy_demir,286270314,1
2830662256.0,99.0,315.0,False,tr,hamit ocak,100.0,hamit ocak,ogrenimgorevlsi,283066225,1
4568868677.0,58.0,798.0,False,en,samuele tavani,100.0,Samuele Tavani,DengSamPing,456886867,1
2787473481.0,95.0,185.0,False,tr,mert colaklar,96.0,Mert Çolaklar,ColaklarMert,278747348,1
2881159525.0,127.0,130.0,False,tr,aliye kara,100.0,Aliye Kara,aaliyekara,288115952,1
1475948256.0,71.0,56.0,False,tr,ahmet oztemiz,96.0,Ahmet Öztemiz,AhmetOztemz,147594825,1
3234142326.0,51.0,144.0,False,tr,mehmet can erim,100.0,Mehmet Can Erim,MCanErim,323414232,1
355058617.0,141.0,162.0,False,tr,emre meral,100.0,Emre Meral,Emre_meraal,355058617,3
267846506.0,35.0,48.0,False,tr, murat sancar,100.0,Murat sancar,sancarccc,267846506,1
9.38172933939e+17,65.0,287.0,False,tr,busra kavurmaci,97.0,busrakavurmaci,busrakavurmaci,938172933,1
462209339.0,51.0,333.0,False,tr,meryem yilmaz,100.0,Meryem YILMAZ,meryemyilmazz,462209339,1
474399263.0,32.0,177.0,False,tr,furkan eken,100.0,Furkan Eken,FurkanEken5,474399263,1
900003228.0,110.0,468.0,False,en,merve erol,100.0,Merve Erol 🐣,merveerol14,900003228,2
310141719.0,119.0,156.0,False,tr,abdurrahman demirel,97.0,abdurrahmandemirel,abdemirel,310141719,1
4282307963.0,10.0,47.0,False,en,mayasa dablan,100.0,Mayasa Dablan,DablanMayasa,428230796,1
1537318436.0,982.0,387.0,False,en, mehmet fatih aysan,100.0,Mehmet Fatih Aysan,mfatihaysan,153731843,1
7.50860625346e+17,94.0,158.0,False,en,bedirhan gultekin,97.0,Bedirhan Gültekin,bedirhangltkn16,750860625,1
47148388.0,372.0,655.0,False,en, kasim kopuz,100.0,kasim kopuz,kkopuz,47148388,7
333999999.0,79.0,45.0,False,tr,asena okul,100.0,Asena Okul,AsenaOkul,333999999,1
193020479.0,286.0,668.0,False,en,cuneyd uzun,100.0,Cuneyd uzun,cuneyduzun,193020479,4
9.9037073817e+17,9.0,22.0,False,tr,hamza uysal,100.0,Hamza Uysal,hamzauysal_,990370738,1
8.01368455304e+17,105.0,127.0,False,tr,melike bilge,100.0,Melike Bilge,melikebilge96,801368455,1
405717491.0,445.0,220.0,False,tr,ahmet akyol,100.0,Ahmet Akyol,akyollahmet,405717491,1
3233851747.0,53.0,106.0,False,tr,ozlem bayram,96.0,Özlem Bayram,1ozlembayram,323385174,1
9.16911351633e+17,124.0,372.0,False,tr,ilknur bahadir,96.0,ilknurbahadir,ilknurbahadirst,916911351,1
113954902.0,241.0,280.0,False,en, ebru kayaalp,100.0,Ebru Kayaalp,ebrukayaalp,113954902,8
3229214397.0,196.0,249.0,False,tr,fazlurrahman yaman,100.0,Fazlurrahman Yaman,fazlur61,322921439,1
9.38645392573e+17,18.0,29.0,False,tr,enes kemal boyraz,100.0,Enes Kemal Boyraz,ekboyraz1903,938645392,1
8.1878210012e+17,12.0,44.0,False,tr,sevim kumbasar,100.0,sevim kumbasar,SevimKumbasar,818782100,1
7.87745102173e+17,211.0,225.0,False,tr,sinem aslan,100.0,Sinem Aslan,sineemaslannn,787745102,1
8.33210940569e+17,53.0,136.0,False,tr, ceren akbulut,100.0,Ceren Akbulut,zcerenakbulut,833210940,1
2966940226.0,42.0,68.0,False,en,huzaifa asim,100.0,Huzaifa Asim,huzasim,296694022,1
2610121232.0,181.0,842.0,False,tr,mustafa topcu,100.0,Mustafa TOPCU,mustafatopcu061,261012123,1
8.95568602946e+17,14.0,137.0,False,tr,beyzanur mete,96.0,Beyza Nur Mete,BeyzaMtee,895568602,1
3630754639.0,196.0,265.0,False,tr,emirhan arslan,100.0,Emirhan Arslan,emrhanarslan,363075463,1
352233621.0,947.0,1016.0,False,tr,mustafa kaya,100.0,Mustafa Kaya,MKayaLorbi,352233621,1
98857070.0,511.0,210.0,False,tr,ahmet kahveciler,97.0,ahmetkahveciler,ahmetkahveciler,98857070,5
1520474768.0,11.0,9.0,False,en, eda yucesoy,100.0,eda yucesoy,eda_yucesoy,152047476,1
7.78977823835e+17,37.0,57.0,False,tr,huseyin demir,96.0,Hüseyin Demir,HuseyiinDemir,778977823,1
8.31060584167e+17,7.0,39.0,False,tr,ibrahim talha ceylan,98.0,İbrahim Talha Ceylan,brahimTalhaCey2,831060584,1
2874911918.0,12.0,66.0,False,tr,sedat kaya,100.0,Sedat Kaya,sdtkayaa,287491191,1
3404645212.0,112.0,988.0,False,tr,merve keskin,100.0,Merve Keskin,fmervekeskin,340464521,1
2802323851.0,332.0,198.0,False,tr,muharrem ipek,96.0,Muharrem İPEK,KolejinKu7si,280232385,1
3003473230.0,237.0,468.0,False,tr,ayse nur ozer,96.0,Aysenur Ozer,ayse11397,300347323,1
247465439.0,245.0,85.0,False,tr,aleyna ebru ucar,97.0,Aleyna Ebru Uçar,aleynaucuyoo,247465439,1
2301095318.0,653.0,303.0,False,en,makram klach,100.0,MAKRAM KLACH,MakremKlach,230109531,1
66317901.0,470.0,279.0,False,en, aysegul baser,100.0,aysegul baser,aysegulbaser,66317901,1
350835385.0,173.0,1083.0,False,tr,mustafa demir,96.0,Mustafa Özdemir,ozdemirmustafa7,350835385,1
886856594.0,20.0,135.0,False,tr,zeynep fevzioglu,97.0,zeynepfevzioglu,zeeepzep,886856594,3
1472970224.0,318.0,416.0,False,tr,huseyin koru,96.0,Hüseyin KORU,hseyin_koru,147297022,1
2189225452.0,52.0,151.0,False,tr, zeynep kaplan,100.0,Zeynep Kaplan,SZeynepkaplan,218922545,1
608454023.0,96.0,96.0,False,tr,hilmi turhan,100.0,Hilmi Turhan,TurhanHilmi,608454023,1
8.59786870658e+17,19.0,131.0,False,en,abdulhakim allahdad,100.0,Abdulhakim Allahdad,a_allahdad99,859786870,1
7.10800174068e+17,50.0,153.0,False,tr,bahar albayrak,100.0,Bahar Albayrak,baharalb,710800174,1
3080417236.0,1057.0,95.0,False,tr, lobbying school,100.0,Lobbying School,lobbyingsschool,308041723,1
1531530470.0,71.0,105.0,False,tr,furkan kafadar,100.0,Furkan Kafadar,timsahlar98,153153047,1
765369582.0,128.0,118.0,False,tr,rahime aksa boyraz,100.0,rahime aksa boyraz,aksaboyraz,765369582,1
2177060726.0,91.0,147.0,False,tr,alper bozkurt,100.0,alper bozkurt,alperilealper,217706072,1
189850674.0,253.0,172.0,False,tr,esra nur donmez,97.0,Esra Nur Dönmez,EsraNrDnmz,189850674,1
888378156.0,63.0,93.0,False,tr,vildan ibisoglu,100.0,Vildan Ibisoglu,vildanibisoglu,888378156,1
350224188.0,290.0,315.0,False,tr,ahmet sefa toprak,100.0,Ahmet Sefa Toprak,AhmetSToprak,350224188,1
7.07938812916e+17,52.0,214.0,False,en,muhammed ali sit,100.0,Muhammed Ali Sit,muhammedalisit,707938812,1
162310009.0,4461.0,65.0,False,en, sadi evren seker,100.0,Sadi Evren SEKER,sadievrenseker,162310009,4
2246408021.0,95.0,29.0,False,tr,fatma nur ozcan,97.0,Fatma Nur Özcan,fatmanurozcan_,224640802,1
222571773.0,62.0,169.0,False,tr,zeynep ulucam,96.0,Zeynep Uluçam,zynpulucam,222571773,1
2430997123.0,293.0,330.0,False,tr,yasin koca,100.0,Yasin Koca,sadecetetik,243099712,1
436045690.0,141.0,59.0,False,tr,omer faruk can,96.0,Ömer Faruk Can,515Omer,436045690,1
7.49986048546e+17,35.0,135.0,False,tr,yasin tikici,100.0,Yasin Tikici,yasinTii,749986048,1
373538140.0,33.0,44.0,False,tr,yusuf can ekmekci,97.0,Yusuf Can Ekmekçi,yusuffcan98,373538140,1
2215330154.0,56.0,45.0,False,tr,mehmet toker,100.0,Mehmet Toker,mehmettoker_,221533015,1
2298503191.0,624.0,158.0,False,tr,hafsa ulusal,100.0,Hafsa Ulusal,hafsaulusall,229850319,1
3195755224.0,180.0,125.0,False,tr,dilara ocak,100.0,dilara ocak,dilaraocak9652,319575522,1
3201428559.0,24.0,94.0,False,tr, isilay balci,96.0,isilaybalci,isilaybalci_91,320142855,1
4142346153.0,14.0,37.0,False,en,zeynep nisa guler,97.0,Zeynep Nisa Güler,zeynepgllrr,414234615,1
7.54717694105e+17,41.0,151.0,False,tr,zeliha donmez,96.0,Zeliha Dönmez,zelihadnmz,754717694,1
371206338.0,340.0,208.0,False,tr,beyzanur ayar,100.0,Beyzanur Ayar,BeyzanurAyar,371206338,1
3393842032.0,268.0,214.0,False,en,hilal dursun,100.0,Hilal Dursun,hilaldursun2206,339384203,1
414278433.0,422.0,191.0,False,tr,tunahan cetin,100.0,Tunahan Cetin,cetintunahan,414278433,1
2568525291.0,56.0,434.0,False,en,rabiul islam,100.0,Rabiul islam,islam_rabiul82,256852529,1
7.77156817453e+17,21.0,25.0,False,tr,ibrahim ethem alan,97.0,İbrahim Ethem Alan,ethemalan23,777156817,1
14668733.0,242.0,62.0,False,en, ahmet bulut,100.0,Ahmet Bulut,kral,14668733,7
7.22873773969e+17,33.0,12.0,False,tr,furkan aksoy,100.0,Furkan Aksoy,the_faksoy,722873773,1
1012621166.0,6.0,29.0,False,tr,emrah kaya,100.0,Emrah Kaya,emrah2015,101262116,1
818364804.0,240.0,171.0,False,ar,omar hamzeh,100.0,Omar Hamzeh,0mar_hamzeh,818364804,10
444987253.0,374.0,441.0,False,tr,zehra korkmaz,100.0,Zehra Korkmaz,zhrkorkmaz,444987253,2
8.17850461118e+17,46.0,111.0,False,sr,valid hamza,100.0,Valid Hamza,HamzaValid,817850461,1
594766612.0,34.0,55.0,False,tr, samet topsever,100.0,samet topsever,samtiyyy,594766612,1
445806392.0,107.0,131.0,False,tr,ahmet furkan kurt,100.0,Ahmet Furkan KURT,AhmetFurkanKURT,445806392,1
411064560.0,546.0,367.0,False,en, zubeyir nisanci,100.0,Zubeyir Nisanci,ZubeyirNisanci,411064560,7
45085620.0,844.0,2041.0,False,en,amit kachroo,100.0,Amit Kachroo,amit_kachroo,45085620,1
3624969136.0,13.0,276.0,False,tr,hasan atan,100.0,Hasan ATAN,hasan_atan,362496913,1
9.28678200439e+17,16.0,55.0,False,tr,neslihan kokoz,96.0,neslihankokoz,nesliihankokoz,928678200,1
334139315.0,642.0,314.0,False,tr,beyza cengiz,100.0,Beyza Cengiz,Cengizbeyza,334139315,6
2724262273.0,1.0,945.0,False,tr,burak ozdemir,96.0,Burak Özdemir,brkzdemr,272426227,1
31462811.0,471.0,1333.0,False,en, federico donelli,100.0,Federico Donelli,fededonelli,31462811,2
1329434690.0,35.0,54.0,False,en,haldun meric erbay,97.0,Haldun Meriç ERBAY,HaldunMeric,132943469,1
422423791.0,156.0,491.0,False,tr,mehmet demir,100.0,Mehmet Demir,mdemir_61,422423791,1
471153734.0,14.0,9.0,False,tr,ibrahim bayraktar,97.0,İbrahim Bayraktar,IbrhmBayraktar,471153734,1
7.82085590959e+17,175.0,73.0,False,tr,selman zenger,100.0,SELMAN ZENGER,selman__zenger,782085590,1
1289457744.0,18.0,36.0,False,tr,suha demirsoy,96.0,süha demirsoy,suha_demirsoy,128945774,1
81516526.0,55.0,27.0,False,en, onur gã¼zey,100.0,Onur Güzey,OnurGuzey,81516526,1
2291494418.0,30.0,89.0,False,ar,muniba habbaba,100.0,Muniba Habbaba,mimohababa,229149441,1
1621357615.0,136.0,105.0,False,tr,ahmet selim burak,100.0,Ahmet Selim Burak,aSelimburak,162135761,1
2369142757.0,0.0,19.0,False,ru,balgyn zaurbekova,100.0,Balgyn Zaurbekova,BalgynZ,236914275,1
