,from_user_id,to_user_id,formation
155,940972316,986917596,{'2018.05.16': True}
156,411064560,475116738,{'2018.05.23': True}
157,283967550,264445642,{'2018.05.29': True}
158,52171453,448306370,{'2018.05.09': True}
159,795959080,915150663,{'2018.05.05': True}
160,245907967,216374323,{'2018.05.16': True}
161,93385894,742686779,{'2018.05.21': True}
162,314344118,295636138,{'2018.05.14': True}
163,794592427,291729868,{'2018.05.15': True}
164,261012123,306990461,{'2018.05.14': True}
165,387801894,434723411,{'2018.05.11': True}
166,284399096,350224188,{'2018.05.10': True}
167,894660275,913846233,{'2018.05.05': True}
168,294196584,94549014,{'2018.05.07': True}
169,227126506,274989805,{'2018.05.05': True}
170,222571773,484181599,{'2018.05.14': True}
171,19869574,727222814,{'2018.05.23': True}
172,66645671,229517534,{'2018.05.28': True}
173,159534032,372916058,{'2018.05.05': True}
174,244507273,296160287,{'2018.05.20': True}
175,107626766,362552611,{'2018.05.13': True}
176,111164350,888109167,{'2018.05.21': True}
177,145102472,590333765,{'2018.05.08': True}
178,273495838,968880888,{'2018.05.10': True}
179,101367485,272623984,{'2018.05.25': True}
180,102739015,159022691,{'2018.05.14': True}
181,333501343,364870310,{'2018.05.20': True}
182,271062336,278856224,{'2018.05.07': True}
183,493130488,341461693,{'2018.05.11': True}
184,94812515,139200566,{'2018.05.20': True}
185,900508574,124103682,{'2018.05.16': True}
186,185153719,712567496,{'2018.05.15': True}
187,425432346,242561084,{'2018.05.03': True}
188,928367738,2425151,{'2018.05.04': True}
189,123522480,139200566,{'2018.05.27': True}
190,337659666,157065267,{'2018.05.28': True}
191,159965297,903639980,{'2018.05.30': True}
192,864195531,327649487,{'2018.05.01': True}
193,505464968,25553860,{'2018.05.22': True}
194,68714550,847519216,{'2018.05.30': True}
195,133943907,900429443,{'2018.05.08': True}
196,793955553,724602042,{'2018.05.15': True}
197,273339620,878399183,{'2018.05.13': True}
198,105809133,93385894,{'2018.05.15': True}
199,219327899,819172968,{'2018.05.16': True}
200,194475532,333501343,{'2018.05.28': True}
201,527765077,55900863,{'2018.05.28': True}
202,174641976,163958799,{'2018.05.22': True}
203,534601323,819616339,{'2018.05.28': True}
204,712567496,166260766,{'2018.05.22': True}
205,915979364,287329488,{'2018.05.08': True}
206,123522480,430617139,{'2018.05.14': True}
207,612625044,797213691,{'2018.05.07': True}
208,258984683,288000909,{'2018.05.30': True}
209,465062899,846642751,{'2018.05.01': True}
210,97633683,71736722,{'2018.05.08': True}
211,322696218,936761307,{'2018.05.26': True}
212,157616590,543640652,{'2018.05.05': True}
213,212613861,941947974,{'2018.05.25': True}
214,339384203,287495583,{'2018.05.09': True}
215,770219489,175334832,{'2018.05.07': True}
216,318006413,895516783,{'2018.05.21': True}
217,148016688,265528914,{'2018.05.26': True}
218,818364804,215282778,{'2018.05.30': True}
219,201160937,159579536,{'2018.05.06': True}
220,720221774,254960250,{'2018.05.28': True}
221,889914190,708233749,{'2018.05.14': True}
222,964125915,280162312,{'2018.05.08': True}
223,101522215,237928616,{'2018.05.28': True}
224,445083251,283967550,{'2018.05.11': True}
225,240863744,276349436,{'2018.05.11': True}
226,331103502,81448875,{'2018.05.17': True}
227,252988145,935930917,{'2018.05.08': True}
228,471153734,11723602,{'2018.05.17': True}
229,315476090,31462811,{'2018.05.22': True}
230,170758481,153435964,{'2018.05.05': True}
231,330546053,279753483,{'2018.05.19': True}
232,944322026,125478509,{'2018.05.01': True}
233,620865724,484264544,{'2018.05.07': True}
234,474399263,485735472,{'2018.05.13': True}
235,107565051,627607859,{'2018.05.21': True}
236,352843735,839709410,{'2018.05.20': True}
237,742893192,972451742,{'2018.05.25': True}
238,861931997,79819842,{'2018.05.12': True}
239,235114569,288205060,{'2018.05.08': True}
240,294388311,964125915,{'2018.05.24': True}
241,926331128,152813249,{'2018.05.22': True}
242,314791870,412463737,{'2018.05.20': True}
243,833429630,352843735,{'2018.05.28': True}
244,99515495,280162312,{'2018.05.16': True}
245,340049661,900469680,{'2018.05.10': True}
246,286150122,920600836,{'2018.05.23': True}
247,288974820,111450444,{'2018.05.20': True}
248,238957340,333999999,{'2018.05.26': True}
249,236443603,959194382,{'2018.05.24': True}
250,152046676,260125859,{'2018.05.08': True}
251,804034835,332423281,{'2018.05.27': True}
252,271521207,761998391,{'2018.05.04': True}
253,159967656,944285684,{'2018.05.10': True}
254,756544988,124103682,{'2018.05.18': True}
255,492654914,342926198,{'2018.05.28': True}
256,294388311,740670272,{'2018.05.07': True}
257,274372985,287149876,{'2018.05.14': True}
258,140058875,159967656,{'2018.05.08': True}
259,529401410,147502776,{'2018.05.09': True}
260,838081099,103930765,{'2018.05.29': True}
261,206661587,118400394,{'2018.05.23': True}
262,142012733,256852529,{'2018.05.22': True}
263,294702729,355155899,{'2018.05.06': True}
264,133662529,147594825,{'2018.05.27': True}
265,890577504,287149876,{'2018.05.09': True}
266,131150936,298299769,{'2018.05.14': True}
267,257503461,338268946,{'2018.05.16': True}
268,303712444,154563318,{'2018.05.26': True}
269,609982219,410242678,{'2018.05.01': True}
270,773205608,342343913,{'2018.05.01': True}
271,586815260,734360943,{'2018.05.09': True}
272,342338301,599159655,{'2018.05.27': True}
273,241138344,861931997,{'2018.05.03': True}
274,228337100,448956624,{'2018.05.30': True}
275,944281436,96313649,{'2018.05.27': True}
276,355162108,342192231,{'2018.05.13': True}
277,175334832,321387139,{'2018.05.26': True}
278,445083251,156262836,{'2018.05.15': True}
279,299488998,470615153,{'2018.05.20': True}
280,235114569,223224940,{'2018.05.20': True}
281,249747208,841745956,{'2018.05.07': True}
282,574630629,513696454,{'2018.05.03': True}
283,925109031,216169051,{'2018.05.05': True}
284,342047634,97707163,{'2018.05.09': True}
285,152042796,939057318,{'2018.05.14': True}
286,168614989,110804295,{'2018.05.28': True}
287,338591622,271603064,{'2018.05.15': True}
288,944285684,193069587,{'2018.05.03': True}
289,425933822,214948222,{'2018.05.04': True}
290,778977823,586372643,{'2018.05.17': True}
291,704764994,532567918,"{'2018.05.15': True, '2018.05.22': False}"
292,215282778,887182146,{'2018.05.29': True}
293,178450017,812990018,{'2018.05.20': True}
294,101367485,880138172,{'2018.05.22': True}
295,291591992,165314481,{'2018.05.30': True}
296,350907157,369714081,{'2018.05.17': True}
297,940130879,475761925,{'2018.05.29': True}
298,944281436,159630069,{'2018.05.26': True}
299,145494789,449199437,{'2018.05.25': True}
300,256376310,149010483,{'2018.05.04': True}
301,947934061,383903153,{'2018.05.22': True}
302,770219489,160188040,{'2018.05.14': True}
303,96313649,229235347,{'2018.05.22': True}
304,414107608,812990018,{'2018.05.03': True}
305,311496438,306990461,{'2018.05.02': True}
306,314762385,157041399,{'2018.05.09': True}
307,334697739,852527832,{'2018.05.05': True}
308,890577504,105865333,{'2018.05.10': True}
309,291611186,907489214,{'2018.05.03': True}
310,831910663,342358307,{'2018.05.10': True}
311,88899411,279570121,{'2018.05.07': True}
312,944285684,344339030,{'2018.05.13': True}
313,265839474,475116738,{'2018.05.16': True}
314,878642015,298020453,{'2018.05.26': True}
315,805514119,142005960,{'2018.05.21': True}
316,904465758,181272713,{'2018.05.12': True}
317,950278803,165314481,{'2018.05.16': True}
318,895568602,707938812,{'2018.05.11': True}
319,452106609,276090463,{'2018.05.14': True}
320,323588915,580832386,{'2018.05.05': True}
321,221475867,334192431,{'2018.05.22': True}
322,784706286,434387235,{'2018.05.17': True}
323,198890476,741129642,{'2018.05.07': True}
324,306836638,550121465,{'2018.05.01': True}
325,253259284,452106609,{'2018.05.15': True}
326,158635358,260874526,{'2018.05.02': True}
327,125094226,767669089,{'2018.05.03': True}
328,139200566,891985982,{'2018.05.14': True}
329,435481669,400579145,{'2018.05.09': True}
330,907489214,329786785,{'2018.05.04': True}
331,290543961,163775311,{'2018.05.15': True}
332,314344118,817011629,{'2018.05.02': True}
333,54145022,198890476,{'2018.05.24': True}
334,294687724,762683270,{'2018.05.08': True}
335,248536605,754851317,{'2018.05.28': True}
336,707938812,429101069,{'2018.05.04': True}
337,250912657,436226006,{'2018.05.04': True}
338,968880888,878399183,{'2018.05.11': True}
339,9434942,329306654,{'2018.05.10': True}
340,841682908,608454023,{'2018.05.29': True}
341,758581180,590247020,{'2018.05.28': True}
342,762975238,108026159,{'2018.05.01': True}
343,879994615,895454951,{'2018.05.12': True}
344,783413028,459012541,{'2018.05.15': True}
345,103123766,765092660,{'2018.05.10': True}
346,543640652,350224188,{'2018.05.05': True}
347,245907967,322477415,{'2018.05.15': True}
348,362327119,156083842,{'2018.05.10': True}
349,51198775,296474417,{'2018.05.11': True}
350,724602042,229235347,{'2018.05.26': True}
351,147594825,294196584,{'2018.05.06': True}
352,477970480,159965297,{'2018.05.01': True}
353,101522215,362391378,{'2018.05.18': True}
354,936958522,376693951,{'2018.05.24': True}
355,760601481,272623984,{'2018.05.08': True}
356,800456772,153772652,{'2018.05.02': True}
357,476086009,909505524,{'2018.05.10': True}
358,121806922,185153719,{'2018.05.12': True}
359,472149195,314125778,{'2018.05.02': True}
360,233263828,743227844,{'2018.05.23': True}
361,226462683,756544988,{'2018.05.14': True}
362,305208192,894660275,{'2018.05.23': True}
363,152015204,298929834,{'2018.05.19': True}
364,194167361,726902779,{'2018.05.18': True}
365,487846071,941000240,{'2018.05.14': True}
366,893583290,96313649,{'2018.05.13': True}
367,294858716,534601323,{'2018.05.09': True}
368,111450444,147212192,{'2018.05.13': True}
369,132198493,121914206,{'2018.05.04': True}
370,900028934,227126506,{'2018.05.27': True}
371,170217638,867510112,{'2018.05.25': True}
372,315740054,253777838,{'2018.05.13': True}
373,226322675,490250488,{'2018.05.22': True}
374,923055362,106784643,{'2018.05.09': True}
375,312017848,291729868,{'2018.05.19': True}
376,167872330,871368178,{'2018.05.30': True}
377,895516783,229850319,{'2018.05.23': True}
378,372916058,795959080,{'2018.05.26': True}
379,380163113,831910663,{'2018.05.21': True}
380,455110108,105865333,{'2018.05.26': True}
381,990370738,243514070,{'2018.05.17': True}
382,793607090,94812515,{'2018.05.19': True}
383,90976741,818423174,{'2018.05.03': True}
384,762975238,182337610,{'2018.05.27': True}
385,859103325,202625973,{'2018.05.14': True}
386,271062336,353008893,{'2018.05.09': True}
387,218656047,303528806,{'2018.05.02': True}
388,225530992,708233749,{'2018.05.08': True}
389,708592708,859786870,{'2018.05.11': True}
390,773205608,31365302,{'2018.05.20': True}
391,388384708,759374388,{'2018.05.01': True}
392,819172968,330546053,{'2018.05.23': True}
393,155576359,321885193,{'2018.05.13': True}
394,740670272,414278433,{'2018.05.25': True}
395,240849410,192239568,{'2018.05.01': True}
396,799332453,99515495,{'2018.05.30': True}
397,900003228,805514119,{'2018.05.17': True}
398,327085150,968544654,{'2018.05.11': True}
399,159534032,279570121,{'2018.05.17': True}
400,277394939,780137530,{'2018.05.23': True}
401,398540741,754931736,{'2018.05.16': True}
402,224727919,414278433,{'2018.05.24': True}
403,94812515,441584584,{'2018.05.05': True}
404,335741378,710625824,{'2018.05.16': True}
405,163502969,321252352,{'2018.05.05': True}
406,99391224,216008568,{'2018.05.02': True}
407,831910663,447440907,{'2018.05.21': True}
408,132198493,259404430,{'2018.05.24': True}
409,888118106,99515495,{'2018.05.03': True}
410,812283761,797213691,{'2018.05.04': True}
411,929083514,928910988,{'2018.05.28': True}
412,386018373,93613640,{'2018.05.17': True}
413,280162312,700707449,{'2018.05.08': True}
414,228943922,174415744,{'2018.05.16': True}
415,504378378,590333765,{'2018.05.03': True}
416,430605010,727222814,{'2018.05.27': True}
417,253229470,365164239,{'2018.05.04': True}
418,166260766,789462997,{'2018.05.04': True}
419,158635358,81516526,{'2018.05.27': True}
420,878638669,331103502,{'2018.05.04': True}
421,708592708,141308484,{'2018.05.08': True}
422,880301675,791665500,{'2018.05.06': True}
423,914225881,148321216,{'2018.05.28': True}
424,158050674,571942545,{'2018.05.07': True}
425,868134272,218068780,{'2018.05.29': True}
426,166501878,434723411,{'2018.05.07': True}
427,356478549,806216310,{'2018.05.28': True}
428,612625044,821440018,{'2018.05.21': True}
429,147502776,76640116,{'2018.05.09': True}
430,266907978,909735272,{'2018.05.09': True}
431,900003228,367288942,{'2018.05.26': True}
432,605747177,98857070,{'2018.05.07': True}
433,165638829,985207736,{'2018.05.09': True}
434,484172571,239746679,{'2018.05.27': True}
435,944285684,580832386,{'2018.05.07': True}
436,889914190,206661587,{'2018.05.28': True}
437,947934061,190813648,{'2018.05.11': True}
438,291426874,276090463,{'2018.05.27': True}
439,368390845,335220952,{'2018.05.26': True}
440,276349436,21803514,{'2018.05.26': True}
441,194475532,338198008,{'2018.05.13': True}
442,971044607,724497439,{'2018.05.05': True}
443,157053610,825982985,{'2018.05.24': True}
444,831910663,860931054,{'2018.05.09': True}
445,369583895,360735109,{'2018.05.29': True}
446,339729774,433322981,{'2018.05.11': True}
447,250912657,373538140,{'2018.05.01': True}
448,152441996,305208192,{'2018.05.09': True}
449,157041399,963389308,{'2018.05.02': True}
450,846642751,146874707,{'2018.05.04': True}
451,847519216,145723363,{'2018.05.08': True}
452,2425151,283799369,{'2018.05.23': True}
453,225582573,277394939,{'2018.05.14': True}
454,245907967,198890476,{'2018.05.10': True}
455,138148815,116641222,{'2018.05.28': True}
456,51723397,194228463,{'2018.05.04': True}
457,103678957,265839474,{'2018.05.26': True}
458,753514176,819269230,{'2018.05.29': True}
459,765092660,972142981,{'2018.05.15': True}
460,101483235,715181959,{'2018.05.11': True}
461,817786442,529401410,{'2018.05.21': True}
462,762975238,800456772,{'2018.05.11': True}
463,878145554,914048918,{'2018.05.22': True}
464,914048918,162417303,{'2018.05.14': True}
465,784689086,891177368,{'2018.05.26': True}
466,254960250,317270977,{'2018.05.26': True}
467,900817992,154563318,{'2018.05.26': True}
468,943397135,166720591,{'2018.05.11': True}
469,298299769,513696454,{'2018.05.02': True}
470,212613861,846204973,{'2018.05.10': True}
471,742686779,764021907,{'2018.05.08': True}
472,282013711,221274342,{'2018.05.21': True}
473,296694022,146166034,{'2018.05.01': True}
474,943662601,288205060,{'2018.05.03': True}
475,271521207,296474417,{'2018.05.22': True}
476,106453111,252265677,{'2018.05.04': True}
477,167089445,769755613,{'2018.05.05': True}
478,236574559,799681692,{'2018.05.22': True}
479,941213948,353550005,{'2018.05.25': True}
480,473329257,610743648,{'2018.05.23': True}
481,722873773,81516526,{'2018.05.23': True}
482,250912657,314320500,{'2018.05.09': True}
483,548750474,986917596,{'2018.05.15': True}
484,298537292,239330380,{'2018.05.24': True}
485,582097020,529401410,{'2018.05.23': True}
486,251532383,992330093,{'2018.05.25': True}
487,944226110,784689086,{'2018.05.04': True}
488,112285223,192239568,{'2018.05.25': True}
489,108363526,291426874,{'2018.05.07': True}
490,786963288,310389796,{'2018.05.29': True}
491,798825557,163286867,{'2018.05.11': True}
492,227806410,249663199,{'2018.05.08': True}
493,295397762,159579536,{'2018.05.18': True}
494,552748176,279753483,{'2018.05.24': True}
495,747510565,931921184,{'2018.05.04': True}
496,177407142,315899534,{'2018.05.21': True}
497,950115950,373568051,{'2018.05.03': True}
498,329625372,105140362,{'2018.05.17': True}
499,272426227,221475867,{'2018.05.13': True}
500,780304124,350907157,{'2018.05.18': True}
501,107940968,214948222,{'2018.05.03': True}
502,223769046,395883401,{'2018.05.11': True}
503,362496913,272006436,"{'2018.05.29': False, '2018.05.01': True}"
504,274153857,329287649,{'2018.05.05': True}
505,216169051,344339030,{'2018.05.21': True}
506,155767082,180628720,{'2018.05.29': True}
507,951772602,513696454,{'2018.05.20': True}
508,801326174,371316178,{'2018.05.01': True}
509,815633262,123522480,{'2018.05.06': True}
510,275966437,817787083,{'2018.05.21': True}
511,895568602,736098205,{'2018.05.02': True}
512,298537292,484031646,{'2018.05.25': True}
513,225261145,320244557,{'2018.05.01': True}
514,215062690,253578038,{'2018.05.20': True}
515,214511627,362391378,{'2018.05.15': True}
516,728267582,174641976,{'2018.05.13': True}
517,306589073,424893862,{'2018.05.05': True}
518,229850319,531509972,{'2018.05.10': True}
519,175334832,144299966,{'2018.05.20': True}
520,929796263,254338758,{'2018.05.19': True}
521,113712545,825465457,{'2018.05.24': True}
522,112014757,806973368,{'2018.05.11': True}
523,527765077,308749085,{'2018.05.09': True}
524,783413028,789462997,{'2018.05.22': True}
525,226187758,740721020,{'2018.05.22': True}
526,167617087,928678200,{'2018.05.14': True}
527,185169192,350224188,{'2018.05.21': True}
528,265254213,343676097,{'2018.05.02': True}
529,979272110,456967176,{'2018.05.07': True}
530,315476090,764873903,{'2018.05.11': True}
531,162081482,145494789,{'2018.05.01': True}
532,320736080,941000240,{'2018.05.16': True}
533,379052096,150052532,{'2018.05.08': True}
534,376697378,306833503,{'2018.05.10': True}
535,777564502,218922545,{'2018.05.15': True}
536,178450017,574670382,{'2018.05.07': True}
537,963389308,330412358,{'2018.05.08': True}
538,52177613,252747814,{'2018.05.01': True}
539,758581180,306990461,{'2018.05.08': True}
540,309416262,445806392,{'2018.05.15': True}
541,426732692,522417267,{'2018.05.09': True}
542,328899293,158491618,{'2018.05.08': True}
543,286693555,375344042,{'2018.05.08': True}
544,845706076,951803948,{'2018.05.27': True}
545,320142855,142005960,{'2018.05.03': True}
546,102942633,296474417,{'2018.05.24': True}
547,329625372,362391378,{'2018.05.16': True}
548,489239437,198890476,{'2018.05.25': True}
549,715252212,543640652,{'2018.05.11': True}
550,162427198,909505524,{'2018.05.30': True}
551,697562296,327085150,{'2018.05.21': True}
552,298537292,179985645,{'2018.05.30': True}
553,209749537,992330093,{'2018.05.06': True}
554,105230647,221355069,{'2018.05.09': True}
555,223486124,338591622,{'2018.05.07': True}
556,205640168,127047892,{'2018.05.30': True}
557,66645671,708592708,{'2018.05.05': True}
558,386276047,800456772,{'2018.05.23': True}
559,239472818,18971997,{'2018.05.29': True}
560,159201273,107565051,{'2018.05.20': True}
561,427438482,756522486,{'2018.05.28': True}
562,476704348,936958522,{'2018.05.29': True}
563,219157616,738823022,{'2018.05.24': True}
564,96313649,259404430,{'2018.05.09': True}
565,863569502,338640397,{'2018.05.02': True}
566,889187688,71758894,{'2018.05.27': True}
567,236443603,425411580,{'2018.05.03': True}
568,296474417,115344199,{'2018.05.15': True}
569,295379645,279972071,{'2018.05.25': True}
570,239496829,765092660,{'2018.05.28': True}
571,299488998,219985599,{'2018.05.25': True}
572,845706076,870348278,{'2018.05.13': True}
573,107940968,78947711,{'2018.05.16': True}
574,795959080,308041033,{'2018.05.15': True}
575,604830193,353550005,{'2018.05.04': True}
576,374155814,966522690,{'2018.05.15': True}
577,979272110,261245071,{'2018.05.12': True}
578,180538637,389652275,{'2018.05.19': True}
579,403994496,223067017,{'2018.05.24': True}
580,228687743,260874526,{'2018.05.29': True}
581,807697646,448306370,{'2018.05.13': True}
582,153885394,591203147,{'2018.05.28': True}
583,777958030,505464968,{'2018.05.08': True}
584,339384203,900028934,{'2018.05.10': True}
585,312840462,595592832,{'2018.05.17': True}
586,287435569,150156838,{'2018.05.14': True}
587,736098205,172929991,{'2018.05.22': True}
588,938880195,109881388,{'2018.05.27': True}
589,288517297,968809260,{'2018.05.22': True}
590,240619794,293675480,{'2018.05.01': True}
591,265528914,275966437,{'2018.05.09': True}
592,73634379,756544988,{'2018.05.01': True}
593,322477415,925109031,{'2018.05.29': True}
594,533536556,982160659,{'2018.05.07': True}
595,736098205,136382283,{'2018.05.23': True}
596,986917596,319575522,{'2018.05.15': True}
597,338268946,25553860,{'2018.05.25': True}
598,163775311,157049672,{'2018.05.28': True}
599,818782100,282691878,{'2018.05.13': True}
600,929465072,425096207,{'2018.05.02': True}
601,920044061,362552611,{'2018.05.14': True}
602,108271772,165638829,{'2018.05.05': True}
603,220562753,305208192,{'2018.05.07': True}
604,608454023,450157672,{'2018.05.02': True}
605,891985982,414107608,{'2018.05.07': True}
606,362496913,229235347,{'2018.05.12': True}
607,822909215,938460221,{'2018.05.16': True}
608,159022691,345589356,{'2018.05.25': True}
609,157616590,181276229,{'2018.05.10': True}
610,871368178,295397762,{'2018.05.18': True}
611,767669089,159720158,{'2018.05.21': True}
612,769479365,140011527,{'2018.05.08': True}
613,180538637,170793146,{'2018.05.22': True}
614,329627263,150052532,{'2018.05.30': True}
615,722873773,918852934,{'2018.05.29': True}
616,488335702,473329257,{'2018.05.27': True}
617,939057318,923055362,{'2018.05.24': True}
618,335741378,329590627,{'2018.05.26': True}
619,433953783,753998209,{'2018.05.11': True}
620,239746679,543640652,{'2018.05.13': True}
621,374146195,105140362,{'2018.05.12': True}
622,369583895,325767800,{'2018.05.01': True}
623,144907443,609982219,{'2018.05.06': True}
624,107626766,859786870,{'2018.05.09': True}
625,298455947,342192231,{'2018.05.25': True}
626,204943693,274074220,{'2018.05.16': True}
627,167617087,240619794,{'2018.05.30': True}
628,320903739,850130101,{'2018.05.22': True}
629,497539183,102942633,{'2018.05.23': True}
630,315740054,154069721,{'2018.05.06': True}
631,938645392,321252352,{'2018.05.02': True}
