id,from_user_id,to_user_id,formation
396,99515495,618131962,{'2018.05.24': True}
397,99515495,630367566,{'2018.05.24': True}
398,99528248,106086098,{'2018.05.08': True}
399,99528248,1666891914,{'2018.05.08': True}
400,99528248,3064906390,{'2018.05.08': True}
401,99529992,995806488,{'2018.05.24': True}
402,99947241,995806488,{'2018.05.24': True}
403,100875543,106086098,{'2018.05.08': True}
404,101091897,618131962,{'2018.05.24': True}
405,101449077,106086098,{'2018.05.08': True}
406,101449077,618131962,{'2018.05.24': True}
407,101483235,3892757176,{'2018.05.08': True}
408,103012327,174415744,{'2018.05.08': True}
409,103194791,106086098,{'2018.05.08': True}
410,103194791,298020453,{'2018.05.24': True}
411,103194791,737056442,{'2018.05.08': True}
412,103194791,1666891914,{'2018.05.08': True}
413,104594640,2612870692,{'2018.05.24': True}
414,104893594,2612870692,{'2018.05.24': True}
415,105170233,162310009,{'2018.05.24': True}
416,105561852,995806488,{'2018.05.24': True}
417,105865333,174415744,{'2018.05.08': True}
418,105962645,618131962,{'2018.05.24': True}
419,106044999,618131962,{'2018.05.24': True}
420,106044999,2612870692,{'2018.05.24': True}
421,106086098,14668733,{'2018.05.08': True}
422,106086098,19869574,{'2018.05.08': True}
423,106086098,32660008,{'2018.05.08': True}
424,106086098,37036731,{'2018.05.08': True}
425,106086098,47148388,{'2018.05.08': True}
426,106086098,67318883,{'2018.05.08': True}
427,106086098,79819842,{'2018.05.08': True}
428,106086098,81094202,{'2018.05.08': True}
429,106086098,81516526,{'2018.05.08': True}
430,106086098,98857070,{'2018.05.08': True}
431,106086098,113954902,{'2018.05.08': True}
432,106086098,162310009,{'2018.05.08': True}
433,106086098,162427198,{'2018.05.08': True}
434,106086098,164596213,{'2018.05.08': True}
435,106086098,174415744,{'2018.05.08': True}
436,106086098,175426030,{'2018.05.08': True}
437,106086098,194475532,{'2018.05.08': True}
438,106086098,231187264,{'2018.05.08': True}
439,106086098,239496829,{'2018.05.08': True}
440,106086098,246973630,{'2018.05.08': True}
441,106086098,253616057,{'2018.05.08': True}
442,106086098,293976465,{'2018.05.08': True}
443,106086098,294182546,{'2018.05.08': True}
444,106086098,318006413,{'2018.05.08': True}
445,106086098,334139315,{'2018.05.08': True}
446,106086098,344090521,{'2018.05.08': True}
447,106086098,350224188,{'2018.05.08': True}
448,106086098,376697378,{'2018.05.08': True}
449,106086098,377901136,{'2018.05.08': True}
450,106086098,405717491,{'2018.05.08': True}
451,106086098,411064560,{'2018.05.08': True}
452,106086098,431649345,{'2018.05.08': True}
453,106086098,434269864,{'2018.05.08': True}
454,106086098,443009716,{'2018.05.08': True}
455,106086098,443551180,{'2018.05.08': True}
456,106086098,458521438,{'2018.05.08': True}
457,106086098,533536556,{'2018.05.08': True}
458,106086098,572370285,{'2018.05.08': True}
459,106086098,574052737,{'2018.05.08': True}
460,106086098,603268093,{'2018.05.08': True}
461,106086098,611652164,{'2018.05.08': True}
462,106086098,618131962,{'2018.05.08': True}
463,106086098,630367566,{'2018.05.08': True}
464,106086098,737056442,{'2018.05.08': True}
465,106086098,758889025,{'2018.05.08': True}
466,106086098,946886773,{'2018.05.08': True}
467,106086098,950487481,{'2018.05.08': True}
468,106086098,995806488,{'2018.05.08': True}
469,106086098,1058091331,{'2018.05.08': True}
470,106086098,1110823566,{'2018.05.08': True}
471,106086098,1222491402,{'2018.05.08': True}
472,106086098,1249100731,{'2018.05.08': True}
473,106086098,1400588754,{'2018.05.08': True}
474,106086098,1439588580,{'2018.05.08': True}
475,106086098,1524419966,{'2018.05.08': True}
476,106086098,1536995378,{'2018.05.08': True}
477,106086098,1537318436,{'2018.05.08': True}
478,106086098,1599743678,{'2018.05.08': True}
479,106086098,1666891914,{'2018.05.08': True}
480,106086098,1729299919,{'2018.05.08': True}
481,106086098,1979040049,{'2018.05.08': True}
482,106086098,2207630876,{'2018.05.08': True}
483,106086098,2213550694,{'2018.05.08': True}
484,106086098,2214758677,{'2018.05.08': True}
485,106086098,2399301541,{'2018.05.08': True}
486,106086098,2445072732,{'2018.05.08': True}
487,106086098,2529427087,{'2018.05.08': True}
488,106086098,2545544532,{'2018.05.08': True}
489,106086098,2601258594,{'2018.05.08': True}
490,106086098,2612870692,{'2018.05.08': True}
491,106086098,2734040880,{'2018.05.08': True}
492,106086098,2837993698,{'2018.05.08': True}
493,106086098,2847233849,{'2018.05.08': True}
494,106086098,2937682529,{'2018.05.08': True}
495,106086098,2940722500,{'2018.05.08': True}
496,106086098,3158199343,{'2018.05.08': True}
497,106086098,3193917928,{'2018.05.08': True}
498,106086098,3627550275,{'2018.05.08': True}
499,106086098,3892757176,{'2018.05.08': True}
500,106086098,4091594428,{'2018.05.08': True}
501,106086098,4117422969,{'2018.05.08': True}
502,106086098,4124637371,{'2018.05.08': True}
503,106086098,4267326928,{'2018.05.08': True}
504,106086098,4576344862,{'2018.05.08': True}
505,106086098,736829699918340096,{'2018.05.08': True}
506,106086098,764021907171663872,{'2018.05.08': True}
507,106086098,768871193470464000,{'2018.05.08': True}
508,106086098,781051166188765184,{'2018.05.08': True}
509,106086098,795546530845442048,{'2018.05.08': True}
510,106086098,796309949768957952,{'2018.05.08': True}
511,106086098,835028362032742400,{'2018.05.08': True}
512,106086098,841682908284878848,{'2018.05.08': True}
513,106086098,846945019311390720,{'2018.05.08': True}
514,106086098,847741204204634112,{'2018.05.08': True}
515,106086098,870255908642856960,{'2018.05.08': True}
516,106086098,989792178183471104,{'2018.05.08': True}
517,106453111,106086098,{'2018.05.08': True}
518,106511997,1400588754,{'2018.05.24': True}
519,106784643,1536995378,{'2018.05.08': True}
520,107454836,106086098,{'2018.05.08': True}
521,107515144,106086098,{'2018.05.08': True}
522,107515144,618131962,{'2018.05.24': True}
523,107515144,630367566,{'2018.05.24': True}
524,107515144,1400588754,{'2018.05.24': True}
525,107515144,1536995378,{'2018.05.08': True}
526,107515144,1537318436,{'2018.05.24': True}
527,107515144,2612870692,{'2018.05.24': True}
528,107515144,2734040880,{'2018.05.08': True}
529,107565051,1979040049,{'2018.05.08': True}
530,107565051,2734040880,{'2018.05.08': True}
531,107565051,3892757176,{'2018.05.08': True}
532,107674642,106086098,{'2018.05.08': True}
533,108026159,106086098,{'2018.05.08': True}
534,108271772,106086098,{'2018.05.08': True}
535,110797114,618131962,{'2018.05.24': True}
536,110804295,106086098,{'2018.05.08': True}
537,111450444,32660008,{'2018.05.24': True}
538,111450444,106086098,{'2018.05.08': True}
539,111450444,298020453,{'2018.05.24': True}
540,111450444,618131962,{'2018.05.24': True}
541,111450444,737056442,{'2018.05.08': True}
542,111450444,1537318436,{'2018.05.24': True}
543,111450444,1666891914,{'2018.05.08': True}
544,111450444,3064906390,{'2018.05.08': True}
545,111450444,870255908642856960,{'2018.05.08': True}
546,111653887,2529427087,{'2018.05.08': True}
547,111705489,162310009,{'2018.05.24': True}
548,112014757,106086098,{'2018.05.08': True}
549,112014757,1666891914,{'2018.05.08': True}
550,113606251,106086098,{'2018.05.08': True}
551,113606251,334139315,{'2018.05.24': True}
552,113606251,1222491402,{'2018.05.08': True}
553,113606251,1666891914,{'2018.05.08': True}
554,113606251,2360133031,{'2018.05.08': True}
555,113606251,3064906390,{'2018.05.08': True}
556,113606251,4091594428,{'2018.05.08': True}
557,113748549,106086098,{'2018.05.08': True}
558,113748549,630367566,{'2018.05.24': True}
559,113748549,1536995378,{'2018.05.08': True}
560,113748549,3064906390,{'2018.05.08': True}
561,113748549,3892757176,{'2018.05.08': True}
562,113954902,32660008,{'2018.05.24': True}
563,113954902,54145022,{'2018.05.24': True}
564,113954902,67318883,{'2018.05.24': True}
565,113954902,76757587,{'2018.05.24': True}
566,113954902,81094202,{'2018.05.24': True}
567,113954902,93385894,{'2018.05.24': True}
568,113954902,121806922,{'2018.05.24': True}
569,113954902,174415744,{'2018.05.08': True}
570,113954902,194475532,{'2018.05.24': True}
571,113954902,231187264,{'2018.05.24': True}
572,113954902,253616057,{'2018.05.24': True}
573,113954902,387801894,{'2018.05.24': True}
574,113954902,450840581,{'2018.05.24': True}
575,113954902,533536556,{'2018.05.24': True}
576,113954902,618131962,{'2018.05.24': True}
577,113954902,630367566,{'2018.05.24': True}
578,113954902,950487481,{'2018.05.24': True}
579,113954902,1039307658,{'2018.05.24': True}
580,113954902,1058091331,{'2018.05.24': True}
581,113954902,1464696452,{'2018.05.24': True}
582,113954902,1524419966,{'2018.05.24': True}
583,113954902,1537318436,{'2018.05.24': True}
584,113954902,2401795988,{'2018.05.24': True}
585,113954902,2458484684,{'2018.05.24': True}
586,113954902,2529427087,{'2018.05.08': True}
587,113954902,2612870692,{'2018.05.24': True}
588,114893351,162310009,{'2018.05.24': True}
589,116276502,1536995378,{'2018.05.08': True}
590,116572924,618131962,{'2018.05.24': True}
591,116874386,106086098,{'2018.05.08': True}
592,116874386,443551180,{'2018.05.08': True}
593,116874386,737056442,{'2018.05.08': True}
594,116874386,995806488,{'2018.05.24': True}
595,116874386,1110823566,{'2018.05.08': True}
596,116874386,1666891914,{'2018.05.08': True}
597,118146998,618131962,{'2018.05.24': True}
598,118382186,32660008,{'2018.05.24': True}
599,118382186,47148388,{'2018.05.24': True}
600,118382186,106086098,{'2018.05.08': True}
601,118382186,1110823566,{'2018.05.08': True}
602,118382186,2612870692,{'2018.05.24': True}
603,118382186,3064906390,{'2018.05.08': True}
604,118382186,4091594428,{'2018.05.08': True}
605,118400394,106086098,{'2018.05.08': True}
606,119125729,995806488,{'2018.05.24': True}
607,119926869,106086098,{'2018.05.08': True}
608,119926869,609301446,{'2018.05.08': True}
609,120289786,162310009,{'2018.05.24': True}
610,121806922,106086098,{'2018.05.08': True}
611,121806922,113954902,{'2018.05.24': True}
612,121806922,443551180,{'2018.05.08': True}
613,121806922,630367566,{'2018.05.24': True}
614,121806922,1110823566,{'2018.05.08': True}
615,121806922,1536995378,{'2018.05.08': True}
616,121806922,1537318436,{'2018.05.24': True}
617,121806922,2734040880,{'2018.05.08': True}
